name,season,school,conf,class,G,GS,MP_per,FG_per,FGA_per,FG%_per,2P_per,2PA_per,2P%_per,3P_per,3PA_per,3P%_per,FT_per,FTA_per,FT%_per,ORB_per,DRB_per,TRB_per,AST_per,STL_per,BLK_per,TOV_per,PF_per,PTS_per,SOS
Cuttino Mobley,1996-97,Rhode Island,A-10,JR,30,20,24.3,4.6,10.5,0.438,3.6,7.3,0.5,1,3.2,0.299,2,2.5,0.803,,,3.9,1.5,1.3,0.3,1.6,2.7,12.2,6.38
Cuttino Mobley,1997-98,Rhode Island,A-10,SR,34,34,33.3,5.7,11.8,0.48,3.6,6.9,0.525,2,4.9,0.416,3.9,4.5,0.856,,,4.3,2.6,1.6,0.5,2.2,2.6,17.2,6.42
Cuttino Mobley,Career,Rhode Island,,,93,79,29.7,5,11.5,0.438,3.4,7,0.49,1.6,4.4,0.354,2.8,3.4,0.821,,,4.2,2,1.5,0.4,2,2.8,14.3,5.73
Jarvis Varnado,2006-07,Mississippi State,SEC,FR,35,13,13.5,2.1,3.3,0.647,2.1,3.3,0.652,0,0,0,0.7,1.3,0.533,1.7,2.4,4.2,0.3,0.3,1.9,0.5,2.1,5,6.91
Jarvis Varnado,2007-08,Mississippi State,SEC,SO,34,34,28.5,3.2,5,0.641,3.2,4.9,0.643,0,0.1,0.5,1.5,2.9,0.5,2.2,5.6,7.8,0.5,0.5,4.6,1.2,2.9,7.9,5.74
Jarvis Varnado,2008-09,Mississippi State,SEC,JR,36,36,28.1,5,9.1,0.549,5,9.1,0.55,0,0,0,2.9,4.4,0.654,2.9,5.9,8.8,0.8,0.6,4.7,1.7,2.3,12.9,4.62
Jarvis Varnado,2009-10,Mississippi State,SEC,SR,36,36,31.7,5.1,8.8,0.582,5.1,8.8,0.582,0,0,,3.6,5.8,0.61,3,7.3,10.3,0.9,0.7,4.7,2,2.4,13.8,4.6
Jarvis Varnado,Career,Mississippi State,,,141,119,25.5,3.9,6.6,0.589,3.9,6.6,0.591,0,0,0.25,2.2,3.6,0.595,2.5,5.3,7.8,0.6,0.5,4,1.4,2.4,10,5.47
Daniel Gibson,2004-05,Texas,Big 12,FR,31,31,32.8,4.2,10.1,0.417,1.8,4.1,0.445,2.4,6,0.398,3.3,4.4,0.752,0.5,3.2,3.6,3.9,1.8,0.3,3.1,2.5,14.2,7.56
Daniel Gibson,2005-06,Texas,Big 12,SO,37,37,33.2,4.4,10.9,0.405,1.7,3.7,0.456,2.7,7.2,0.38,1.9,2.6,0.726,1.1,2.5,3.6,3.1,1.3,0.3,1.9,2.4,13.4,6.99
Daniel Gibson,Career,Texas,,,68,68,33,4.3,10.5,0.411,1.8,3.9,0.451,2.6,6.6,0.387,2.5,3.4,0.741,0.8,2.8,3.6,3.5,1.5,0.3,2.4,2.5,13.8,7.28
Sean Singletary,2004-05,Virginia,ACC,FR,29,29,29.9,3.5,9,0.385,2.3,5.4,0.429,1.2,3.7,0.321,2.4,3.1,0.775,0.8,2.2,3,3.9,1.7,0.1,2.4,3.2,10.5,10.62
Sean Singletary,2005-06,Virginia,ACC,SO,29,29,33.9,5.8,14.5,0.4,4,9.4,0.429,1.8,5.1,0.347,4.3,5.1,0.845,1.2,3.2,4.4,4.2,1.9,0.1,3.6,2.2,17.7,7.71
Sean Singletary,2006-07,Virginia,ACC,JR,32,32,33.3,5.3,13.3,0.4,2.8,6.9,0.41,2.5,6.3,0.389,5.9,6.8,0.872,1.1,3.5,4.6,4.7,1.2,0,3.1,2.5,19,7.96
Sean Singletary,2007-08,Virginia,ACC,SR,33,33,34,6.2,14.4,0.426,4.4,9.6,0.456,1.8,4.8,0.367,5.7,6.7,0.851,0.8,3.1,3.8,6.1,1.8,0,3.9,2.7,19.8,5.63
Sean Singletary,Career,Virginia,,,123,123,32.8,5.2,12.9,0.406,3.4,7.9,0.433,1.8,5,0.362,4.7,5.5,0.846,1,3,4,4.8,1.6,0.1,3.3,2.7,16.9,7.98
Nick Johnson,2011-12,Arizona,Pac-12,FR,35,28,28.1,2.8,7.7,0.369,1.7,4.1,0.413,1.1,3.6,0.32,2.1,3.1,0.679,0.5,2.7,3.3,2.4,0.7,0.5,1.9,2.3,8.9,4.62
Nick Johnson,2012-13,Arizona,Pac-12,SO,35,35,31.4,3.9,8.7,0.448,2.7,5.7,0.477,1.2,3.1,0.393,2.5,3.5,0.713,0.4,3.2,3.6,3.2,1.9,0.6,1.9,1.9,11.5,7.48
Nick Johnson,2013-14,Arizona,Pac-12,JR,38,38,33.1,5.4,12.5,0.432,3.8,8,0.469,1.6,4.4,0.367,3.8,4.9,0.781,0.8,3.2,4.1,2.8,1.1,0.7,1.7,2,16.3,9.04
Nick Johnson,Career,Arizona,,,108,101,30.9,4.1,9.7,0.421,2.8,6,0.459,1.3,3.7,0.359,2.8,3.9,0.734,0.6,3.1,3.7,2.8,1.3,0.6,1.8,2,12.3,7.05
Patrick Beverley,2006-07,Arkansas,SEC,FR,35,34,34.4,4.3,10,0.427,2.2,4.6,0.475,2.1,5.4,0.386,3.2,3.9,0.812,1.1,3.3,4.5,3.1,1.7,0.4,2,2.2,13.9,8.75
Patrick Beverley,2007-08,Arkansas,SEC,SO,35,33,33.8,3.9,9.4,0.412,2,4.5,0.449,1.9,4.9,0.378,2.4,3.8,0.644,1.2,5.4,6.6,2.4,1.3,0.5,2,2.4,12.1,6.73
Patrick Beverley,Career,Arkansas,,,70,67,34.1,4.1,9.7,0.42,2.1,4.6,0.463,2,5.2,0.382,2.8,3.9,0.73,1.2,4.4,5.5,2.8,1.5,0.4,2,2.3,13,7.74
Da'Sean Butler,2006-07,West Virginia,Big East,FR,36,0,23.3,3.8,7.8,0.48,2.7,4.7,0.571,1.1,3.1,0.345,1.5,2.2,0.663,1.3,2.2,3.5,1,1.3,0.1,1.3,1.9,10.1,5.43
Da'Sean Butler,2007-08,West Virginia,Big East,SO,37,37,30.6,5,10.2,0.495,4.1,7.6,0.537,0.9,2.5,0.366,2,3.1,0.64,2.3,3.8,6.2,1.7,0.7,0.2,1.5,2.7,12.9,7.16
Da'Sean Butler,2008-09,West Virginia,Big East,JR,35,35,33.1,6.1,14.1,0.429,4.3,9.1,0.473,1.8,5.1,0.35,3.3,4.3,0.76,2.2,3.8,5.9,1.7,1.3,0.3,2.3,2.5,17.1,8.34
Da'Sean Butler,2009-10,West Virginia,Big East,SR,38,38,35.8,5.5,13.2,0.414,3.6,8,0.452,1.8,5.2,0.354,4.4,5.6,0.789,1.6,4.6,6.2,3.1,1,0.4,1.8,2.2,17.2,10.26
Da'Sean Butler,Career,West Virginia,,,146,110,30.8,5.1,11.3,0.448,3.7,7.3,0.5,1.4,4,0.353,2.8,3.8,0.732,1.8,3.6,5.5,1.9,1.1,0.2,1.7,2.3,14.3,7.8
Isaiah Whitehead,2014-15,Seton Hall,Big East,FR,22,19,27.8,4.1,11.3,0.367,2.5,6.5,0.382,1.6,4.7,0.346,2.1,2.9,0.746,1,2.9,3.9,3.5,1.4,0.6,3.3,2.4,12,7.56
Isaiah Whitehead,2015-16,Seton Hall,Big East,SO,34,33,32.3,5.7,15.1,0.379,3.3,8.5,0.39,2.4,6.5,0.365,4.4,5.8,0.76,0.5,3.1,3.6,5.1,1.2,1.4,3.5,2.3,18.2,8.28
Isaiah Whitehead,Career,Seton Hall,,,56,52,30.5,5.1,13.6,0.375,3,7.8,0.387,2.1,5.8,0.359,3.5,4.6,0.757,0.7,3,3.7,4.5,1.3,1.1,3.4,2.3,15.8,7.92
Doron Lamb,2010-11,Kentucky,SEC,FR,38,14,28.4,4.2,8.5,0.497,2.4,4.8,0.505,1.8,3.7,0.486,2.1,2.6,0.79,0.5,1.5,2,1.6,0.6,0.2,1.3,2.2,12.3,8.91
Doron Lamb,2011-12,Kentucky,SEC,SO,40,35,31.2,4.4,9.2,0.474,2.5,5.2,0.481,1.9,4.1,0.466,3.1,3.7,0.826,0.4,2.3,2.7,1.5,0.5,0.1,1.1,1.8,13.7,7.93
Doron Lamb,Career,Kentucky,,,78,49,29.8,4.3,8.9,0.485,2.5,5,0.492,1.8,3.9,0.475,2.6,3.2,0.811,0.4,1.9,2.3,1.6,0.5,0.1,1.2,2,13.1,8.42
Miles Simon,1994-95,Arizona,Pac-10,FR,23,9,26.1,2.9,6,0.482,1.6,3.1,0.514,1.3,2.8,0.446,1.9,2.4,0.768,,,3.7,2.6,0.7,0.1,1.9,1.9,8.9,10.35
Miles Simon,1995-96,Arizona,Pac-10,SO,33,30,32,4.1,9.2,0.446,2.7,5,0.549,1.4,4.2,0.324,3.6,4.8,0.764,,,4,4.1,1.2,0.2,3.2,2.3,13.2,8.42
Miles Simon,1996-97,Arizona,Pac-10,JR,23,16,31.7,6.2,13.6,0.455,4.2,8.7,0.483,2,4.8,0.405,4.1,5.5,0.754,,,4.1,4.2,1.3,0.2,3.5,2.1,18.4,11.04
Miles Simon,1997-98,Arizona,Pac-10,SR,35,35,31.4,5.7,12,0.476,4.1,7.6,0.54,1.6,4.4,0.368,4.1,5.3,0.778,,,3.5,3.5,1.3,0.1,3,1.4,17.2,8.36
Miles Simon,Career,Arizona,,,114,90,30.6,4.8,10.3,0.463,3.2,6.2,0.523,1.5,4.1,0.374,3.5,4.6,0.767,,,3.8,3.6,1.1,0.1,2.9,1.9,14.6,9.54
Bobby Simmons,1998-99,DePaul,CUSA,FR,31,31,30.6,3.6,9.7,0.373,2.6,6.1,0.431,1,3.6,0.277,3,3.7,0.793,,,6.1,2.6,1.7,0.1,2.9,2.5,11.2,8.02
Bobby Simmons,1999-00,DePaul,CUSA,SO,33,33,30.6,4.3,9.3,0.461,3.4,6.6,0.516,0.9,2.7,0.326,3.6,4.8,0.759,,,7.9,1.6,1.5,0.3,2.6,2.9,13.1,7.82
Bobby Simmons,2000-01,DePaul,CUSA,JR,29,28,33.8,5.1,11.5,0.447,3,5.8,0.524,2.1,5.7,0.37,4.3,5.3,0.8,2.6,5.9,8.6,2.5,0.8,0.1,2.1,3.3,16.7,8.02
Bobby Simmons,Career,DePaul,,,93,92,31.6,4.3,10.1,0.428,3,6.2,0.49,1.3,3.9,0.331,3.6,4.6,0.783,,,7.5,2.2,1.3,0.2,2.5,2.9,13.6,7.95
Pierre Jackson,2011-12,Baylor,Big 12,JR,38,20,30.8,4.6,9.9,0.46,2.8,5.5,0.502,1.8,4.4,0.408,2.8,3.4,0.822,0.9,2,2.9,5.9,1.8,0.1,3.5,2.3,13.8,8.03
Pierre Jackson,2012-13,Baylor,Big 12,SR,36,35,34.8,6,14.1,0.427,3.6,7.3,0.49,2.4,6.8,0.359,5.3,6.7,0.8,0.7,3.1,3.8,7.1,1.5,0,3.4,2.2,19.8,7.12
Pierre Jackson,Career,Baylor,,,74,55,32.8,5.3,11.9,0.441,3.1,6.4,0.496,2.1,5.6,0.379,4,5,0.808,0.8,2.5,3.3,6.5,1.6,0,3.5,2.3,16.7,7.58
Marcus Liberty,1988-89,Illinois,Big Ten,SO,36,24,20.8,3.3,7,0.476,3.2,6.7,0.475,0.2,0.3,0.5,1.6,2,0.781,,,3.9,1.2,1.1,0.3,1.6,1.8,8.4,12.42
Marcus Liberty,1989-90,Illinois,Big Ten,JR,29,29,33,7,13.8,0.508,6.7,13.1,0.515,0.3,0.7,0.381,3.6,4.7,0.763,,,7.1,1.3,1.1,0.9,1.6,3,17.8,9.82
Marcus Liberty,Career,Illinois,,,65,53,26.2,5,10,0.495,4.8,9.5,0.499,0.2,0.5,0.424,2.5,3.2,0.769,,,5.3,1.2,1.1,0.6,1.6,2.3,12.6,11.12
Olivier Hanlan,2012-13,Boston College,ACC,FR,33,33,34.2,5.1,11,0.459,3.5,7.2,0.494,1.5,3.8,0.394,3.8,5.1,0.75,0.8,3.4,4.2,2.3,1.2,0.1,2.2,2,15.5,7.04
Olivier Hanlan,2013-14,Boston College,ACC,SO,32,31,36.3,5.4,12.1,0.447,3.5,6.6,0.531,1.9,5.5,0.347,5.8,7.1,0.811,0.4,3.1,3.4,2.9,0.8,0.1,2.4,2.6,18.5,8.62
Olivier Hanlan,2014-15,Boston College,ACC,JR,32,31,37.6,7,15.5,0.454,5,9.8,0.513,2,5.8,0.353,3.4,4.5,0.759,0.8,3.5,4.2,4.2,1.3,0,2.7,2.1,19.5,7.94
Olivier Hanlan,Career,Boston College,,,97,95,36,5.8,12.9,0.453,4,7.8,0.512,1.8,5,0.361,4.3,5.6,0.778,0.6,3.3,3.9,3.1,1.1,0.1,2.4,2.2,17.8,7.87
Adonis Jordan,1989-90,Kansas,Big 8,FR,35,0,13.3,0.9,2.8,0.34,0.5,1.6,0.333,0.4,1.1,0.35,0.7,1,0.694,,,1.2,3.1,0.6,0,1.3,0.9,3,8.31
Adonis Jordan,1990-91,Kansas,Big 8,SO,34,33,29.8,4.1,8,0.507,2.7,4.6,0.58,1.4,3.4,0.409,3,3.9,0.765,,,3,4.5,1.5,0,2.6,2.3,12.5,11.37
Adonis Jordan,1991-92,Kansas,Big 8,JR,32,31,31.4,4.3,9.2,0.464,2.6,5.2,0.509,1.7,4.1,0.408,2.6,3.5,0.735,,,3.3,4.4,1.3,0.1,2.1,1.6,12.8,9.82
Adonis Jordan,1992-93,Kansas,Big 8,SR,36,36,31.3,4.1,8.8,0.462,2.3,4.6,0.494,1.8,4.2,0.428,2.1,2.6,0.789,,,2.3,4.5,1.9,0,1.7,1.2,12.1,10.88
Adonis Jordan,Career,Kansas,,,137,100,26.4,3.3,7.2,0.463,2,4,0.506,1.3,3.2,0.41,2.1,2.7,0.755,,,2.5,4.1,1.3,0,1.9,1.5,10,10.1
Randy Livingston,1994-95,LSU,SEC,FR,16,16,34.4,5.1,11.6,0.438,3.8,7.5,0.508,1.3,4.1,0.308,2.6,3.9,0.677,,,4,9.4,2.5,0.2,5.4,2.4,14,7.48
Randy Livingston,1995-96,LSU,SEC,SO,13,12,24.5,1.8,6.4,0.289,1.8,4.8,0.365,0.1,1.5,0.05,2.3,2.9,0.789,,,2.3,5.3,2.1,0.2,2.8,1.8,6.1,5.13
Randy Livingston,Career,LSU,,,29,28,29.9,3.6,9.2,0.392,2.9,6.3,0.459,0.7,2.9,0.247,2.5,3.4,0.72,,,3.2,7.6,2.3,0.2,4.2,2.1,10.4,6.31
Louis Bullock,1995-96,Michigan,Big Ten,FR,32,29,30,4.1,10.4,0.398,1.9,4.7,0.413,2.2,5.7,0.385,3.1,3.6,0.845,,,3,1.7,1,0.1,1.8,2,13.5,8.55
Louis Bullock,1996-97,Michigan,Big Ten,SO,35,35,33.3,5.2,11.3,0.457,2.3,5.2,0.44,2.9,6.1,0.472,3,3.7,0.828,,,3,2.2,1.1,0.1,1.7,1.9,16.3,10.53
Louis Bullock,1997-98,Michigan,Big Ten,JR,34,34,33.3,5.4,12.1,0.443,2.6,6,0.436,2.7,6.1,0.449,3.6,4,0.911,,,3.3,2.9,0.9,0.2,2.4,1.8,17.1,9.64
Louis Bullock,1998-99,Michigan,Big Ten,SR,31,31,35.1,6.3,15.4,0.41,3.9,8.9,0.433,2.4,6.4,0.377,5.7,6.6,0.864,,,4.1,2.3,1.2,0.2,2.3,2.4,20.7,11.69
Louis Bullock,Career,Michigan,,,132,129,32.9,5.2,12.2,0.427,2.7,6.2,0.432,2.6,6.1,0.423,3.8,4.4,0.863,,,3.3,2.3,1,0.2,2,2,16.8,10.1
Chris Taft,2003-04,Pitt,Big East,FR,36,24,25.6,4.5,8.1,0.559,4.5,8.1,0.559,0,0,,1.9,3.5,0.544,3.1,4.4,7.5,1.3,0.3,1.7,1.3,1.4,10.9,6.49
Chris Taft,2004-05,Pitt,Big East,SO,29,29,26.5,5.5,9.4,0.58,5.5,9.4,0.58,0,0,,2.3,4,0.586,3,4.5,7.5,0.8,0.4,1.7,1.6,1.7,13.3,5.73
Chris Taft,Career,Pitt,,,65,53,26,4.9,8.7,0.569,4.9,8.7,0.569,0,0,,2.1,3.7,0.564,3.1,4.4,7.5,1.1,0.4,1.7,1.4,1.5,12,6.11
Josh Grant,1988-89,Utah,WAC,FR,33,29,27,4.2,9,0.463,3.5,6.7,0.518,0.7,2.3,0.303,1.4,1.8,0.754,,,7.2,3.5,1.3,0.6,2.4,2.9,10.5,4.51
Josh Grant,1989-90,Utah,WAC,SO,30,,29.4,6.2,12.1,0.511,5,9.1,0.548,1.2,3,0.4,3,3.8,0.783,,,7,2.8,1.7,0.7,2,2.7,16.5,6.25
Josh Grant,1990-91,Utah,WAC,JR,34,34,29.9,5.9,12.4,0.475,4.5,8.6,0.526,1.4,3.8,0.362,4.3,5.2,0.825,,,8,2.7,1.8,1.2,2.3,2.5,17.5,3.8
Josh Grant,1991-92,Utah,WAC,SR,3,0,22,3,8,0.375,2,5,0.4,1,3,0.333,2.3,3,0.778,1.7,3.3,5,3,0.7,0.7,1.7,2,9.3,3.22
Josh Grant,1992-93,Utah,WAC,SR,31,31,31.4,6.3,11.8,0.53,4.8,8.6,0.564,1.4,3.2,0.44,3.4,3.6,0.92,,,10.7,2.8,1.2,0.8,2.7,2.6,17.3,2.28
Josh Grant,Career,Utah,,,131,94,29.2,5.5,11.2,0.494,4.4,8.2,0.537,1.2,3.1,0.378,3,3.6,0.827,,,8.1,3,1.5,0.8,2.3,2.6,15.3,4.01
Shawnelle Scott,1990-91,St. John's (NY),Big East,FR,32,,16.4,2.2,4.3,0.5,2.2,4.3,0.5,0,0,,0.8,1.6,0.529,,,3.6,0.2,0.4,0.4,0.6,2.3,5.2,9.49
Shawnelle Scott,1991-92,St. John's (NY),Big East,SO,30,,24.6,3.7,7.3,0.505,3.7,7.3,0.505,0,0,,1.6,2.7,0.605,,,5.6,0.6,1,0.6,1.4,3.7,9,9.35
Shawnelle Scott,1992-93,St. John's (NY),Big East,JR,29,28,28.6,5.8,10,0.585,5.8,9.9,0.589,0,0.1,0,2.1,4,0.517,,,8.8,1.1,1.4,0.5,1.8,3.4,13.7,9.48
Shawnelle Scott,1993-94,St. John's (NY),Big East,SR,22,,33,6.4,12.1,0.53,6.4,12,0.532,0,0,0,3.1,5.3,0.59,,,9.2,1.3,1.1,1.2,2.1,3,16,8.48
Shawnelle Scott,Career,St. John's (NY),,,113,28,25,4.3,8.1,0.537,4.3,8,0.539,0,0,0,1.8,3.2,0.562,,,6.5,0.8,0.9,0.6,1.4,3.1,10.5,9.2
Mike Scott,2007-08,Virginia,ACC,FR,32,21,18.1,2,4.5,0.441,1.8,4.2,0.444,0.1,0.3,0.4,1.6,2.3,0.703,2.1,3.2,5.3,0.5,0.6,0.4,0.8,2.2,5.7,5.63
Mike Scott,2008-09,Virginia,ACC,SO,28,19,27.6,4,7.3,0.544,3.9,7.1,0.551,0.1,0.2,0.333,2.3,3,0.741,3.4,4,7.4,0.8,0.9,0.3,1.8,2.4,10.3,8.34
Mike Scott,2009-10,Virginia,ACC,JR,28,25,27.4,5.1,10.1,0.505,5,9.9,0.507,0.1,0.3,0.429,1.6,2.3,0.719,2.3,4.9,7.2,1.3,0.6,0.3,1.6,1.9,12,6.93
Mike Scott,2010-11,Virginia,ACC,SR,10,9,33.7,5.3,11,0.482,5.2,10.9,0.477,0.1,0.1,1,5.2,5.9,0.881,3.8,6.4,10.2,1.6,0.3,0.7,2.4,1.6,15.9,6.55
Mike Scott,2011-12,Virginia,ACC,SR,32,32,31.2,6.7,11.9,0.563,6.5,11.3,0.577,0.2,0.6,0.3,4.3,5.4,0.808,2.2,6.1,8.3,1.2,0.7,0.5,2.1,1.8,18,4.23
Mike Scott,Career,Virginia,,,130,106,26.6,4.5,8.6,0.521,4.4,8.3,0.528,0.1,0.3,0.364,2.7,3.5,0.775,2.6,4.7,7.3,1,0.7,0.4,1.6,2,11.8,6.34
Keith Bogans,1999-00,Kentucky,SEC,FR,33,23,27.8,4.2,10.3,0.407,2.7,5.3,0.514,1.5,5,0.293,2.6,4.1,0.644,,,3.6,1.7,1.4,0,2.4,1.7,12.5,12.71
Keith Bogans,2000-01,Kentucky,SEC,SO,34,34,30.9,6.2,13.1,0.473,4,7,0.569,2.2,6,0.361,2.4,3.5,0.697,1.9,2.7,4.6,2.4,1,0.2,2.6,2.2,17,11.12
Keith Bogans,2001-02,Kentucky,SEC,JR,32,30,27.4,4,10.2,0.394,2.4,5.1,0.475,1.6,5.2,0.315,1.9,2.8,0.67,1.7,2.6,4.3,2.5,1,0.1,1.8,2.2,11.6,11.99
Keith Bogans,2002-03,Kentucky,SEC,SR,36,35,29.7,5.4,11.8,0.456,3.2,6,0.528,2.2,5.8,0.383,2.7,3.6,0.738,1.1,2.7,3.8,2.7,1.2,0.1,2.2,1.7,15.7,9.33
Keith Bogans,Career,Kentucky,,,135,122,29,5,11.4,0.437,3.1,5.9,0.527,1.9,5.5,0.342,2.4,3.5,0.688,,,4.1,2.3,1.1,0.1,2.3,2,14.2,11.29
Jahidi White,1994-95,Georgetown,Big East,FR,26,0,7.7,0.9,2.2,0.429,0.9,2.2,0.429,0,0,,0.5,1.3,0.371,,,1.8,0.1,0.3,0.9,0.8,1.1,2.3,6.53
Jahidi White,1995-96,Georgetown,Big East,SO,37,0,11.1,1.9,3.4,0.56,1.9,3.4,0.56,0,0,,1.2,2.4,0.483,,,3.7,0.1,0.5,1.2,1.4,2.4,4.9,9.83
Jahidi White,1996-97,Georgetown,Big East,JR,30,30,20.2,2.8,5.5,0.512,2.8,5.5,0.512,0,0,,1.7,3.4,0.485,,,6.4,0.5,0.5,2,2.2,3.3,7.3,5.84
Jahidi White,1997-98,Georgetown,Big East,SR,12,12,21.6,4.3,6.8,0.634,4.3,6.8,0.634,0,0,,1.8,4.2,0.44,,,9.1,0.2,1,2.2,1.6,3.3,10.5,5.99
Jahidi White,Career,Georgetown,,,105,42,14.1,2.2,4.1,0.539,2.2,4.1,0.539,0,0,,1.2,2.6,0.462,,,4.6,0.2,0.5,1.4,1.5,2.4,5.6,7.05
Joe Young,2011-12,Houston,CUSA,FR,30,16,30.1,4.1,9.8,0.416,2.2,5,0.45,1.8,4.8,0.382,1.4,1.6,0.837,0.7,2.9,3.6,2.4,0.9,0.2,1.8,1.9,11.3,0.21
Joe Young,2012-13,Houston,CUSA,SO,32,30,32.8,5.8,12.6,0.458,3.7,7.7,0.482,2.1,4.9,0.42,4.4,5,0.875,0.6,2.9,3.5,2.5,0.6,0,1.3,1.3,18,-3.77
Joe Young,2013-14,Oregon,Pac-12,JR,34,34,31.1,6.1,12.6,0.48,3.8,7.2,0.528,2.2,5.4,0.415,4.6,5.2,0.881,0.8,2.1,2.8,1.9,1.3,0,1.1,1.4,18.9,8.05
Joe Young,2014-15,Oregon,Pac-12,SR,36,35,36.7,7.4,16.4,0.448,4.8,9.4,0.516,2.5,7.1,0.357,3.4,3.7,0.925,0.5,3.9,4.4,3.8,1.1,0,2.4,1.4,20.7,7.65
Joe Young,Career,Overall,,,132,115,32.8,5.9,13,0.453,3.7,7.4,0.501,2.2,5.6,0.39,3.5,3.9,0.886,0.6,3,3.6,2.7,1,0.1,1.7,1.5,17.5,3.04
Joe Young,,Houston,,,62,46,31.5,5,11.2,0.44,3,6.4,0.47,2,4.9,0.402,2.9,3.4,0.866,0.6,2.9,3.5,2.4,0.7,0.1,1.5,1.5,14.8,
Joe Young,,Oregon,,,70,69,34,6.7,14.6,0.461,4.3,8.3,0.521,2.4,6.3,0.381,4,4.4,0.9,0.6,3,3.7,2.9,1.2,0,1.8,1.4,19.8,
Bennett Davison,1996-97,Arizona,Pac-10,JR,34,29,28.3,3.6,7.2,0.5,3.6,7.2,0.5,0,0,,2.5,3.7,0.68,,,6.4,0.9,1.7,1,1.7,2.6,9.7,11.04
Bennett Davison,1997-98,Arizona,Pac-10,SR,35,32,24.9,3.2,5.4,0.59,3.2,5.4,0.59,0,0,,1.3,2.1,0.625,,,6.7,0.7,1.6,0.5,0.9,2.3,7.6,8.36
Bennett Davison,Career,Arizona,,,69,61,26.5,3.4,6.3,0.539,3.4,6.3,0.539,0,0,,1.9,2.9,0.66,,,6.5,0.8,1.7,0.8,1.3,2.4,8.6,9.7
Eric Snow,1991-92,Michigan State,Big Ten,FR,25,1,5.8,0.5,1,0.48,0.5,0.9,0.522,0,0.1,0,0.1,0.6,0.2,,,0.6,1,0.2,0,0.8,0.4,1.1,12.76
Eric Snow,1992-93,Michigan State,Big Ten,SO,28,27,28.5,1.9,3.5,0.546,1.9,3.3,0.576,0,0.2,0,0.5,2,0.268,,,2.6,5.2,1,0.2,2.5,2.9,4.3,7.92
Eric Snow,1993-94,Michigan State,Big Ten,JR,32,31,31,2.8,5.5,0.514,2.4,4.1,0.591,0.4,1.4,0.289,0.7,1.5,0.449,,,3.5,6.7,1.8,0.2,2.7,2.4,6.8,10.8
Eric Snow,1994-95,Michigan State,Big Ten,SR,28,28,32.7,4.2,8,0.52,3.9,7.2,0.547,0.3,0.9,0.292,2.2,3.6,0.608,,,3.3,7.8,1.9,0.1,3.1,2.8,10.8,7.92
Eric Snow,Career,Michigan State,,,113,87,25.2,2.4,4.6,0.521,2.2,4,0.565,0.2,0.7,0.263,0.9,2,0.459,,,2.6,5.3,1.3,0.1,2.3,2.2,5.9,9.85
Patrick Ewing,1981-82,Georgetown,Big East,FR,37,36,28.8,4.9,7.8,0.631,,,,,,,2.8,4.5,0.617,7.5,0.6,1.1,3.2,2,3.2,12.7,,6.35,
Patrick Ewing,1982-83,Georgetown,Big East,SO,32,32,32,6.6,11.6,0.57,,,,,,,4.4,7,0.629,10.2,0.8,1.5,3.3,2.5,3.2,17.7,,5.44,
Patrick Ewing,1983-84,Georgetown,Big East,JR,37,33,31.9,6.5,9.9,0.658,,,,,,,3.4,5.1,0.656,10,0.8,0.9,3.2,2.4,2.6,16.4,,5.75,
Patrick Ewing,1984-85,Georgetown,Big East,SR,37,37,30.6,5.9,9.5,0.625,,,,,,,2.8,4.3,0.638,9.2,1.3,1.1,3.6,2.2,2.9,14.6,,5.77,
Patrick Ewing,Career,Georgetown,,,143,138,30.8,6,9.7,0.62,6.5,12,0.574,,,,3.3,5.2,0.635,9.2,0.9,1.2,3.4,2.3,3,15.3,1.8,5.83,0
Michael Redd,1997-98,Ohio State,Big Ten,FR,30,30,37.9,8,18.3,0.438,6.5,13.3,0.49,1.5,5.1,0.303,4.3,7,0.616,2.5,4,6.5,3,2,0.1,3.5,2.2,21.9,8.73
Michael Redd,1998-99,Ohio State,Big Ten,SO,36,36,32.9,7.3,15.6,0.466,6,11.8,0.506,1.3,3.8,0.341,3.8,6.1,0.614,2.1,3.5,5.6,2.4,1.4,0.1,2.5,1.7,19.5,9.51
Michael Redd,1999-00,Ohio State,Big Ten,JR,30,30,33.5,6.6,15.1,0.436,5.4,11.5,0.474,1.1,3.6,0.315,3,3.9,0.776,1.9,4.7,6.5,2.1,1.2,0.2,2.1,1.9,17.3,6.55
Michael Redd,Career,Ohio State,,,96,96,34.6,7.3,16.3,0.448,6,12.2,0.491,1.3,4.1,0.319,3.7,5.7,0.649,2.2,4,6.2,2.5,1.6,0.1,2.7,1.9,19.6,8.26
Devin Ebanks,2008-09,West Virginia,Big East,FR,35,34,30.2,3.8,8,0.47,3.6,6.9,0.527,0.1,1.1,0.125,2.8,4,0.7,2.7,5.1,7.8,2.7,0.8,0.7,1.9,1.8,10.5,8.34
Devin Ebanks,2009-10,West Virginia,Big East,SO,34,31,34.1,4.2,9.3,0.457,4.1,8.4,0.495,0.1,0.9,0.1,3.4,4.5,0.77,2.9,5.2,8.1,2.4,1.1,0.7,2.2,1.6,12,10.26
Devin Ebanks,Career,West Virginia,,,69,65,32.1,4,8.6,0.463,3.9,7.6,0.51,0.1,1,0.114,3.1,4.2,0.736,2.8,5.2,7.9,2.6,0.9,0.7,2.1,1.7,11.2,9.3
