name,season,school,conf,class,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Chris Porter,Career,Auburn,,,56,54,1617,320,685,0.467,308,646,0.477,12,39,0.308,207,318,0.651,,,450,64,116,22,125,146,859
Darius Johnson-Odom,2009-10,Marquette,Big East,SO,34,22,1009,152,334,0.455,79,180,0.439,73,154,0.474,65,96,0.677,16,74,90,81,30,6,68,77,442
Darius Johnson-Odom,2010-11,Marquette,Big East,JR,37,35,1109,196,453,0.433,125,258,0.484,71,195,0.364,121,171,0.708,18,94,112,88,31,7,75,92,584
Darius Johnson-Odom,2011-12,Marquette,Big East,SR,34,33,1120,210,470,0.447,133,270,0.493,77,200,0.385,126,165,0.764,22,97,119,93,32,4,80,68,623
Darius Johnson-Odom,Career,Marquette,,,105,90,3238,558,1257,0.444,337,708,0.476,221,549,0.403,312,432,0.722,56,265,321,262,93,17,223,237,1649
Rickey Paulding,2000-01,Missouri,Big 12,FR,33,8,569,90,214,0.421,78,158,0.494,12,56,0.214,38,56,0.679,36,43,79,30,15,7,61,49,230
Rickey Paulding,2001-02,Missouri,Big 12,SO,35,23,915,147,288,0.51,97,175,0.554,50,113,0.442,73,100,0.73,62,73,135,54,35,18,63,52,417
Rickey Paulding,2002-03,Missouri,Big 12,JR,33,33,1153,199,442,0.45,124,249,0.498,75,193,0.389,100,125,0.8,63,120,183,71,24,13,79,75,573
Rickey Paulding,2003-04,Missouri,Big 12,SR,30,30,1051,144,363,0.397,90,205,0.439,54,158,0.342,111,141,0.787,56,73,129,84,31,12,78,58,453
Rickey Paulding,Career,Missouri,,,131,94,3688,580,1307,0.444,389,787,0.494,191,520,0.367,322,422,0.763,217,309,526,239,105,50,281,234,1673
E'Twaun Moore,2007-08,Purdue,Big Ten,FR,34,31,1040,159,359,0.443,93,207,0.449,66,152,0.434,53,74,0.716,29,102,131,88,32,15,58,84,437
E'Twaun Moore,2008-09,Purdue,Big Ten,SO,37,36,1222,188,445,0.422,132,279,0.473,56,166,0.337,80,105,0.762,39,131,170,111,40,16,97,91,512
E'Twaun Moore,2009-10,Purdue,Big Ten,JR,35,35,1103,212,476,0.445,161,330,0.488,51,146,0.349,100,137,0.73,32,102,134,93,51,10,73,79,575
E'Twaun Moore,2010-11,Purdue,Big Ten,SR,34,33,1152,221,494,0.447,151,319,0.473,70,175,0.4,100,141,0.709,51,124,175,108,41,18,61,71,612
E'Twaun Moore,Career,Purdue,,,140,135,4517,780,1774,0.44,537,1135,0.473,243,639,0.38,333,457,0.729,151,459,610,400,164,59,289,325,2136
Reggie Geary,1992-93,Arizona,Pac-10,FR,28,3,582,44,104,0.423,37,73,0.507,7,31,0.226,22,48,0.458,,,52,94,32,12,48,57,117
Reggie Geary,1993-94,Arizona,Pac-10,SO,35,34,1026,94,209,0.45,67,120,0.558,27,89,0.303,45,75,0.6,,,77,122,60,21,66,101,260
Reggie Geary,1994-95,Arizona,Pac-10,JR,31,31,853,69,167,0.413,33,73,0.452,36,94,0.383,19,44,0.432,,,96,113,49,14,88,90,193
Reggie Geary,1995-96,Arizona,Pac-10,SR,33,33,1090,108,250,0.432,63,133,0.474,45,117,0.385,63,86,0.733,,,119,231,67,24,109,109,324
Reggie Geary,Career,Arizona,,,127,101,3551,315,730,0.432,200,399,0.501,115,331,0.347,149,253,0.589,,,344,560,208,71,311,357,894
Chris Carrawell,1996-97,Duke,ACC,FR,31,12,503,72,125,0.576,72,123,0.585,0,2,0,27,47,0.574,,,97,34,22,21,29,39,171
Chris Carrawell,1997-98,Duke,ACC,SO,32,10,710,121,251,0.482,107,213,0.502,14,38,0.368,66,103,0.641,53,64,117,35,19,23,49,38,322
Chris Carrawell,1998-99,Duke,ACC,JR,39,38,1116,144,317,0.454,125,262,0.477,19,55,0.345,79,137,0.577,,,188,130,30,34,84,71,386
Chris Carrawell,1999-00,Duke,ACC,SR,34,34,1212,205,422,0.486,176,345,0.51,29,77,0.377,137,176,0.778,,,206,110,34,36,69,58,576
Chris Carrawell,Career,Duke,,,136,94,3541,542,1115,0.486,480,943,0.509,62,172,0.36,309,463,0.667,53,64,608,309,105,114,231,206,1455
Tim Young,1994-95,Stanford,Pac-10,FR,29,22,733,137,274,0.5,137,274,0.5,0,0,,83,120,0.692,,,249,11,14,43,44,85,357
Tim Young,1995-96,Stanford,Pac-10,SO,5,,137,16,38,0.421,16,38,0.421,0,0,,18,25,0.72,,,45,8,4,2,12,14,50
Tim Young,1996-97,Stanford,Pac-10,SO,30,30,782,140,278,0.504,140,278,0.504,0,0,,131,165,0.794,,,253,42,20,50,67,86,411
Tim Young,1997-98,Stanford,Pac-10,JR,35,35,947,148,288,0.514,148,288,0.514,0,0,,100,131,0.763,88,196,284,59,8,41,64,106,396
Tim Young,1998-99,Stanford,Pac-10,SR,33,33,821,118,233,0.506,118,233,0.506,0,0,,94,114,0.825,,,239,67,12,31,60,84,330
Tim Young,Career,Stanford,,,132,120,3420,559,1111,0.503,559,1111,0.503,0,0,,426,555,0.768,88,196,1070,187,58,167,247,375,1544
Peyton Siva,2009-10,Louisville,Big East,FR,31,0,349,38,88,0.432,19,41,0.463,19,47,0.404,25,41,0.61,5,21,26,56,31,2,46,66,120
Peyton Siva,2010-11,Louisville,Big East,SO,35,35,975,114,256,0.445,89,164,0.543,25,92,0.272,94,138,0.681,12,97,109,182,69,6,101,96,347
Peyton Siva,2011-12,Louisville,Big East,JR,38,38,1203,121,301,0.402,104,232,0.448,17,69,0.246,88,119,0.739,19,102,121,211,64,5,131,114,347
Peyton Siva,2012-13,Louisville,Big East,SR,40,40,1247,139,344,0.404,101,212,0.476,38,132,0.288,85,98,0.867,12,82,94,228,90,6,106,103,401
Peyton Siva,Career,Louisville,,,144,113,3774,412,989,0.417,313,649,0.482,99,340,0.291,292,396,0.737,48,302,350,677,254,19,384,379,1215
Roy Devyn Marble,2010-11,Iowa,Big Ten,FR,31,6,593,66,174,0.379,55,133,0.414,11,41,0.268,35,66,0.53,19,55,74,41,21,2,34,41,178
Roy Devyn Marble,2011-12,Iowa,Big Ten,SO,35,27,1031,139,319,0.436,117,263,0.445,22,56,0.393,102,141,0.723,39,94,133,126,53,14,61,57,402
Roy Devyn Marble,2012-13,Iowa,Big Ten,JR,37,37,1130,176,430,0.409,127,280,0.454,49,150,0.327,153,189,0.81,34,113,147,112,42,10,80,50,554
Roy Devyn Marble,2013-14,Iowa,Big Ten,SR,33,33,995,183,436,0.42,131,287,0.456,52,149,0.349,142,199,0.714,26,80,106,118,60,7,57,64,560
Roy Devyn Marble,Career,Iowa,,,136,103,3749,564,1359,0.415,430,963,0.447,134,396,0.338,432,595,0.726,118,342,460,397,176,33,232,212,1694
Daniel Hamilton,2014-15,UConn,AAC,FR,35,35,1100,139,366,0.38,93,232,0.401,46,134,0.343,56,84,0.667,37,230,267,128,33,13,81,86,380
Daniel Hamilton,2015-16,UConn,AAC,SO,36,36,1147,159,411,0.387,112,269,0.416,47,142,0.331,86,100,0.86,33,288,321,170,38,15,85,66,451
Daniel Hamilton,Career,UConn,,,71,71,2247,298,777,0.384,205,501,0.409,93,276,0.337,142,184,0.772,70,518,588,298,71,28,166,152,831
Luis Flores,1999-00,Rutgers,Big East,FR,29,0,312,38,82,0.463,35,66,0.53,3,16,0.188,35,48,0.729,,,41,23,14,0,36,25,114
Luis Flores,2001-02,Manhattan,MAAC,SO,29,28,1055,180,395,0.456,141,300,0.47,39,95,0.411,164,188,0.872,48,66,114,69,43,6,96,81,563
Luis Flores,2002-03,Manhattan,MAAC,JR,30,30,1166,231,508,0.455,175,363,0.482,56,145,0.386,221,245,0.902,49,120,169,87,58,11,98,69,739
Luis Flores,2003-04,Manhattan,MAAC,SR,31,31,1121,234,529,0.442,166,347,0.478,68,182,0.374,208,241,0.863,36,86,122,50,60,4,73,76,744
Luis Flores,Career,Overall,,,119,89,3654,683,1514,0.451,517,1076,0.48,166,438,0.379,628,722,0.87,133,272,446,229,175,21,303,251,2160
Luis Flores,,Rutgers,,,29,0,312,38,82,0.463,35,66,0.53,3,16,0.188,35,48,0.729,,,41,23,14,0,36,25,114
Luis Flores,,Manhattan,,,90,89,3342,645,1432,0.45,482,1010,0.477,163,422,0.386,593,674,0.88,133,272,405,206,161,21,267,226,2046
J.R. Henderson Jr,1994-95,UCLA,Pac-10,FR,33,13,752,123,225,0.547,120,215,0.558,3,10,0.3,56,83,0.675,,,138,44,27,17,59,82,305
J.R. Henderson Jr,1995-96,UCLA,Pac-10,SO,29,29,902,159,278,0.572,158,275,0.575,1,3,0.333,99,146,0.678,,,202,55,33,11,62,77,418
J.R. Henderson Jr,1996-97,UCLA,Pac-10,JR,32,29,991,167,306,0.546,163,299,0.545,4,7,0.571,114,193,0.591,,,219,58,42,26,91,87,452
J.R. Henderson Jr,1997-98,UCLA,Pac-10,SR,33,32,1091,228,425,0.536,224,411,0.545,4,14,0.286,166,260,0.638,,,259,48,40,14,88,85,626
J.R. Henderson Jr,Career,UCLA,,,127,103,3736,677,1234,0.549,665,1200,0.554,12,34,0.353,435,682,0.638,,,818,205,142,68,300,331,1801
Sasha Kaun,2004-05,Kansas,Big 12,FR,27,2,270,30,56,0.536,30,56,0.536,0,0,,10,30,0.333,24,39,63,3,3,17,22,47,70
Sasha Kaun,2005-06,Kansas,Big 12,SO,33,29,638,104,185,0.562,104,185,0.562,0,0,,61,114,0.535,66,110,176,12,18,36,23,75,269
Sasha Kaun,2006-07,Kansas,Big 12,JR,35,28,609,88,166,0.53,88,166,0.53,0,0,,31,62,0.5,55,78,133,17,12,48,30,85,207
Sasha Kaun,2007-08,Kansas,Big 12,SR,40,6,707,109,176,0.619,109,176,0.619,0,0,,66,122,0.541,64,90,154,12,17,49,32,97,284
Sasha Kaun,Career,Kansas,,,135,65,2224,331,583,0.568,331,583,0.568,0,0,,168,328,0.512,209,317,526,44,50,150,107,304,830
Branden Dawson,2011-12,Michigan State,Big Ten,FR,31,31,640,109,189,0.577,109,186,0.586,0,3,0,41,69,0.594,67,72,139,29,29,26,43,41,259
Branden Dawson,2012-13,Michigan State,Big Ten,SO,36,35,969,139,262,0.531,139,257,0.541,0,5,0,43,80,0.538,77,135,212,47,57,33,73,58,321
Branden Dawson,2013-14,Michigan State,Big Ten,JR,28,24,792,136,222,0.613,136,221,0.615,0,1,0,42,64,0.656,83,150,233,46,35,25,36,41,314
Branden Dawson,2014-15,Michigan State,Big Ten,SR,35,32,1055,182,340,0.535,182,340,0.535,0,0,,51,104,0.49,102,216,318,59,42,58,67,72,415
Branden Dawson,Career,Michigan State,,,130,122,3456,566,1013,0.559,566,1004,0.564,0,9,0,177,317,0.558,329,573,902,181,163,142,219,212,1309
Alex Oriakhi,2009-10,UConn,Big East,FR,34,29,838,63,137,0.46,63,136,0.463,0,1,0,43,80,0.538,79,145,224,12,13,54,35,92,169
Alex Oriakhi,2010-11,UConn,Big East,SO,41,39,1193,153,302,0.507,153,302,0.507,0,0,,87,138,0.63,152,206,358,15,16,67,45,103,393
Alex Oriakhi,2011-12,UConn,Big East,JR,34,28,731,93,188,0.495,93,188,0.495,0,0,,41,72,0.569,58,105,163,10,4,45,41,61,227
Alex Oriakhi,2012-13,Missouri,SEC,SR,34,34,878,138,216,0.639,138,216,0.639,0,0,,106,142,0.746,106,180,286,12,20,54,47,79,382
Alex Oriakhi,Career,Overall,,,143,130,3640,447,843,0.53,447,842,0.531,0,1,0,277,432,0.641,395,636,1031,49,53,220,168,335,1171
Alex Oriakhi,,UConn,,,109,96,2762,309,627,0.493,309,626,0.494,0,1,0,171,290,0.59,289,456,745,37,33,166,121,256,789
Alex Oriakhi,,Missouri,,,34,34,878,138,216,0.639,138,216,0.639,0,0,,106,142,0.746,106,180,286,12,20,54,47,79,382
Sammy Mejia,2003-04,DePaul,CUSA,FR,32,31,947,81,206,0.393,54,133,0.406,27,73,0.37,64,85,0.753,46,91,137,140,32,2,90,58,253
Sammy Mejia,2004-05,DePaul,CUSA,SO,30,27,880,136,307,0.443,117,241,0.485,19,66,0.288,62,99,0.626,55,95,150,99,36,11,60,53,353
Sammy Mejia,2005-06,DePaul,Big East,JR,27,25,871,147,304,0.484,120,211,0.569,27,93,0.29,87,130,0.669,31,76,107,68,22,4,59,57,408
Sammy Mejia,2006-07,DePaul,Big East,SR,34,34,1140,188,391,0.481,146,272,0.537,42,119,0.353,62,103,0.602,74,128,202,89,35,4,65,72,480
Sammy Mejia,Career,DePaul,,,123,117,3838,552,1208,0.457,437,857,0.51,115,351,0.328,275,417,0.659,206,390,596,396,125,21,274,240,1494
Drew Barry,1992-93,Georgia Tech,ACC,FR,30,13,806,80,171,0.468,55,93,0.591,25,78,0.321,33,41,0.805,,,102,164,42,9,91,41,218
Drew Barry,1993-94,Georgia Tech,ACC,SO,24,22,787,61,145,0.421,34,64,0.531,27,81,0.333,45,58,0.776,,,82,141,40,6,64,48,194
Drew Barry,1994-95,Georgia Tech,ACC,JR,27,27,966,119,232,0.513,69,115,0.6,50,117,0.427,73,97,0.753,,,131,181,46,13,81,53,361
Drew Barry,1995-96,Georgia Tech,ACC,SR,36,36,1351,149,367,0.406,72,158,0.456,77,209,0.368,105,133,0.789,,,167,238,65,13,130,68,480
Drew Barry,Career,Georgia Tech,,,117,98,3910,409,915,0.447,230,430,0.535,179,485,0.369,256,329,0.778,,,482,724,193,41,366,210,1253
Cuonzo Martin,1991-92,Purdue,Big Ten,FR,33,12,688,62,119,0.521,62,118,0.525,0,1,0,66,87,0.759,,,108,50,15,2,43,41,190
Cuonzo Martin,1992-93,Purdue,Big Ten,SO,28,28,931,131,251,0.522,131,245,0.535,0,6,0,71,88,0.807,55,48,103,68,16,3,57,49,333
Cuonzo Martin,1993-94,Purdue,Big Ten,JR,34,34,1097,195,421,0.463,107,225,0.476,88,196,0.449,75,102,0.735,67,78,145,66,25,4,67,54,553
Cuonzo Martin,1994-95,Purdue,Big Ten,SR,32,28,959,192,437,0.439,101,243,0.416,91,194,0.469,115,144,0.799,,,125,70,21,5,47,35,590
Cuonzo Martin,Career,Purdue,,,127,102,3675,580,1228,0.472,401,831,0.483,179,397,0.451,327,421,0.777,122,126,481,254,77,14,214,179,1666
Scoonie Penn,1995-96,Boston College,Big East,FR,30,30,1036,134,306,0.438,79,131,0.603,55,175,0.314,74,98,0.755,,,103,106,35,4,69,59,397
Scoonie Penn,1996-97,Boston College,Big East,SO,26,25,886,109,271,0.402,60,123,0.488,49,148,0.331,73,94,0.777,,,82,81,53,1,62,49,340
Scoonie Penn,1998-99,Ohio State,Big Ten,JR,36,36,1247,202,450,0.449,114,221,0.516,88,229,0.384,117,158,0.741,17,123,140,154,70,4,96,79,609
Scoonie Penn,1999-00,Ohio State,Big Ten,SR,30,30,1049,147,381,0.386,82,173,0.474,65,208,0.313,108,143,0.755,13,118,131,130,66,2,78,60,467
Scoonie Penn,Career,Overall,,,122,121,4218,592,1408,0.42,335,648,0.517,257,760,0.338,372,493,0.755,30,241,456,471,224,11,305,247,1813
Scoonie Penn,,Boston College,,,56,55,1922,243,577,0.421,139,254,0.547,104,323,0.322,147,192,0.766,,,185,187,88,5,131,108,737
Scoonie Penn,,Ohio State,,,66,66,2296,349,831,0.42,196,394,0.497,153,437,0.35,225,301,0.748,30,241,271,284,136,6,174,139,1076
Abdel Nader,2011-12,Northern Illinois,MAC,FR,31,29,750,113,335,0.337,78,218,0.358,35,117,0.299,60,88,0.682,28,101,129,33,21,22,90,85,321
Abdel Nader,2012-13,Northern Illinois,MAC,SO,19,18,483,89,264,0.337,63,170,0.371,26,94,0.277,44,57,0.772,28,79,107,17,25,10,61,54,248
Abdel Nader,2014-15,Iowa State,Big 12,JR,32,0,524,69,170,0.406,54,101,0.535,15,69,0.217,33,43,0.767,22,71,93,23,12,16,37,50,186
Abdel Nader,2015-16,Iowa State,Big 12,SR,35,35,1088,161,337,0.478,109,197,0.553,52,140,0.371,78,106,0.736,26,148,174,54,37,23,79,98,452
Abdel Nader,Career,Overall,,,117,82,2845,432,1106,0.391,304,686,0.443,128,420,0.305,215,294,0.731,104,399,503,127,95,71,267,287,1207
Abdel Nader,,Northern Illinois,,,50,47,1233,202,599,0.337,141,388,0.363,61,211,0.289,104,145,0.717,56,180,236,50,46,32,151,139,569
Abdel Nader,,Iowa State,,,67,35,1612,230,507,0.454,163,298,0.547,67,209,0.321,111,149,0.745,48,219,267,77,49,39,116,148,638
Robbie Hummel,2007-08,Purdue,Big Ten,FR,33,31,941,119,246,0.484,77,152,0.507,42,94,0.447,96,111,0.865,85,116,201,84,43,22,46,98,376
Robbie Hummel,2008-09,Purdue,Big Ten,SO,32,27,944,135,308,0.438,76,153,0.497,59,155,0.381,71,94,0.755,53,170,223,62,36,20,32,78,400
Robbie Hummel,2009-10,Purdue,Big Ten,JR,27,27,817,135,296,0.456,92,178,0.517,43,118,0.364,110,122,0.902,44,143,187,56,29,28,28,57,423
Robbie Hummel,2011-12,Purdue,Big Ten,SR,35,35,1128,194,465,0.417,122,277,0.44,72,188,0.383,113,137,0.825,55,196,251,66,23,42,32,73,573
Robbie Hummel,Career,Purdue,,,127,120,3830,583,1315,0.443,367,760,0.483,216,555,0.389,390,464,0.841,237,625,862,268,131,112,138,306,1772
Lester Hudson,2007-08,UT-Martin,OVC,JR,33,32,1219,291,627,0.464,167,307,0.544,124,320,0.388,141,169,0.834,72,187,259,148,94,22,126,87,847
Lester Hudson,2008-09,UT-Martin,OVC,SR,32,32,1153,313,697,0.449,207,398,0.52,106,299,0.355,148,168,0.881,70,184,254,135,75,18,106,86,880
Lester Hudson,Career,UT-Martin,,,65,64,2372,604,1324,0.456,374,705,0.53,230,619,0.372,289,337,0.858,142,371,513,283,169,40,232,173,1727
Deshaun Thomas,2010-11,Ohio State,Big Ten,FR,37,1,518,105,219,0.479,84,155,0.542,21,64,0.328,47,59,0.797,62,69,131,17,14,6,30,41,278
Deshaun Thomas,2011-12,Ohio State,Big Ten,SO,39,39,1225,243,467,0.52,193,322,0.599,50,145,0.345,83,110,0.755,100,109,209,35,15,9,47,65,619
Deshaun Thomas,2012-13,Ohio State,Big Ten,JR,37,37,1309,259,583,0.444,187,374,0.5,72,209,0.344,141,169,0.834,63,157,220,48,19,11,52,54,731
Deshaun Thomas,Career,Ohio State,,,113,77,3052,607,1269,0.478,464,851,0.545,143,418,0.342,271,338,0.802,225,335,560,100,48,26,129,160,1628
Darnell Robinson,1993-94,Arkansas,SEC,FR,27,6,479,84,184,0.457,77,161,0.478,7,23,0.304,30,52,0.577,,,127,50,15,15,44,59,205
Darnell Robinson,1994-95,Arkansas,SEC,SO,37,10,528,97,236,0.411,83,196,0.423,14,40,0.35,28,63,0.444,,,140,35,18,19,60,73,236
Darnell Robinson,1995-96,Arkansas,SEC,JR,20,16,499,102,223,0.457,95,201,0.473,7,22,0.318,42,79,0.532,,,140,18,15,28,47,50,253
Darnell Robinson,Career,Arkansas,,,84,32,1506,283,643,0.44,255,558,0.457,28,85,0.329,100,194,0.515,,,407,103,48,62,151,182,694
Jordan McRae,2010-11,Tennessee,SEC,FR,10,0,53,6,19,0.316,5,10,0.5,1,9,0.111,5,11,0.455,2,6,8,0,2,4,5,5,18
Jordan McRae,2011-12,Tennessee,SEC,SO,34,15,738,97,257,0.377,58,138,0.42,39,119,0.328,60,79,0.759,16,83,99,52,20,26,50,58,293
Jordan McRae,2012-13,Tennessee,SEC,JR,33,22,1107,170,402,0.423,110,233,0.472,60,169,0.355,118,153,0.771,31,105,136,66,26,29,93,77,518
Jordan McRae,2013-14,Tennessee,SEC,SR,37,37,1190,223,512,0.436,144,287,0.502,79,225,0.351,167,212,0.788,26,102,128,91,25,38,77,78,692
Jordan McRae,Career,Tennessee,,,114,74,3088,496,1190,0.417,317,668,0.475,179,522,0.343,350,455,0.769,75,296,371,209,73,97,225,218,1521
Derrick Caracter,2006-07,Louisville,Big East,FR,17,2,240,55,96,0.573,55,96,0.573,0,0,,29,55,0.527,42,22,64,5,5,7,30,52,139
Derrick Caracter,2007-08,Louisville,Big East,SO,35,12,593,111,201,0.552,110,200,0.55,1,1,1,68,108,0.63,72,86,158,16,22,31,63,107,291
Derrick Caracter,2009-10,UTEP,CUSA,JR,27,22,720,148,261,0.567,144,246,0.585,4,15,0.267,80,119,0.672,72,146,218,30,26,23,77,82,380
Derrick Caracter,Career,Overall,,,79,36,1553,314,558,0.563,309,542,0.57,5,16,0.313,177,282,0.628,186,254,440,51,53,61,170,241,810
Derrick Caracter,,Louisville,,,52,14,833,166,297,0.559,165,296,0.557,1,1,1,97,163,0.595,114,108,222,21,27,38,93,159,430
Derrick Caracter,,UTEP,,,27,22,720,148,261,0.567,144,246,0.585,4,15,0.267,80,119,0.672,72,146,218,30,26,23,77,82,380
Joe Crawford,2004-05,Kentucky,SEC,FR,31,0,347,35,97,0.361,22,48,0.458,13,49,0.265,15,26,0.577,21,35,56,9,6,1,20,31,98
Joe Crawford,2005-06,Kentucky,SEC,SO,32,22,760,111,270,0.411,64,140,0.457,47,130,0.362,56,78,0.718,48,76,124,35,11,10,31,61,325
Joe Crawford,2006-07,Kentucky,SEC,JR,34,32,1097,178,401,0.444,115,221,0.52,63,180,0.35,58,91,0.637,50,87,137,83,27,10,64,65,477
Joe Crawford,2007-08,Kentucky,SEC,SR,30,22,1009,188,401,0.469,125,228,0.548,63,173,0.364,99,130,0.762,31,78,109,64,17,5,83,81,538
Joe Crawford,Career,Kentucky,,,127,76,3213,512,1169,0.438,326,637,0.512,186,532,0.35,228,325,0.702,150,276,426,191,61,26,198,238,1438
J.P. Tokoto,2012-13,UNC,ACC,FR,35,0,302,40,82,0.488,39,71,0.549,1,11,0.091,10,26,0.385,27,32,59,26,17,5,31,27,91
J.P. Tokoto,2013-14,UNC,ACC,SO,34,33,975,129,264,0.489,121,228,0.531,8,36,0.222,49,98,0.5,65,132,197,104,55,18,64,92,315
J.P. Tokoto,2014-15,UNC,ACC,JR,38,34,1106,116,271,0.428,104,239,0.435,12,32,0.375,72,117,0.615,61,152,213,163,56,13,85,91,316
J.P. Tokoto,Career,UNC,,,107,67,2383,285,617,0.462,264,538,0.491,21,79,0.266,131,241,0.544,153,316,469,293,128,36,180,210,722
D.J. Strawberry Jr,2003-04,Maryland,ACC,FR,31,3,620,68,139,0.489,62,117,0.53,6,22,0.273,50,95,0.526,35,52,87,41,51,18,47,66,192
D.J. Strawberry Jr,2004-05,Maryland,ACC,SO,14,3,300,34,78,0.436,27,52,0.519,7,26,0.269,25,41,0.61,3,20,23,29,24,3,28,25,100
D.J. Strawberry Jr,2005-06,Maryland,ACC,JR,32,32,988,112,261,0.429,90,199,0.452,22,62,0.355,83,121,0.686,27,82,109,128,58,12,94,91,329
D.J. Strawberry Jr,2006-07,Maryland,ACC,SR,34,34,1083,184,386,0.477,149,284,0.525,35,102,0.343,102,149,0.685,45,106,151,119,69,14,74,87,505
D.J. Strawberry Jr,Career,Maryland,,,111,72,2991,398,864,0.461,328,652,0.503,70,212,0.33,260,406,0.64,110,260,370,317,202,47,243,269,1126
Xavier Thames,2009-10,Washington State,Pac-10,FR,31,4,546,54,131,0.412,45,97,0.464,9,34,0.265,25,39,0.641,13,32,45,38,24,1,29,59,142
Xavier Thames,2011-12,San Diego State,MWC,SO,31,30,1048,98,244,0.402,82,192,0.427,16,52,0.308,101,122,0.828,15,85,100,128,30,7,78,69,313
Xavier Thames,2012-13,San Diego State,MWC,JR,30,25,861,87,248,0.351,50,144,0.347,37,104,0.356,75,92,0.815,14,67,81,72,31,9,53,42,286
Xavier Thames,2013-14,San Diego State,MWC,SR,36,36,1126,188,457,0.411,127,294,0.432,61,163,0.374,196,235,0.834,21,83,104,116,59,5,51,71,633
Xavier Thames,Career,Overall,,,128,95,3581,427,1080,0.395,304,727,0.418,123,353,0.348,397,488,0.814,63,267,330,354,144,22,211,241,1374
Xavier Thames,,Washington State,,,31,4,546,54,131,0.412,45,97,0.464,9,34,0.265,25,39,0.641,13,32,45,38,24,1,29,59,142
Xavier Thames,,San Diego State,,,97,91,3035,373,949,0.393,259,630,0.411,114,319,0.357,372,449,0.829,50,235,285,316,120,21,182,182,1232
Blake Stepp,2000-01,Gonzaga,WCC,FR,33,33,,96,241,0.398,32,71,0.451,64,170,0.376,84,109,0.771,17,102,119,115,34,6,78,38,340
Blake Stepp,2001-02,Gonzaga,WCC,SO,31,29,826,84,215,0.391,37,83,0.446,47,132,0.356,69,86,0.802,17,100,117,120,28,2,67,51,284
Blake Stepp,2002-03,Gonzaga,WCC,JR,33,33,1172,175,406,0.431,77,163,0.472,98,243,0.403,145,174,0.833,21,102,123,198,54,4,110,66,593
Blake Stepp,2003-04,Gonzaga,WCC,SR,31,31,1027,143,332,0.431,64,122,0.525,79,210,0.376,88,106,0.83,26,116,142,207,36,4,93,58,453
Blake Stepp,Career,Gonzaga,,,128,126,3025,498,1194,0.417,210,439,0.478,288,755,0.381,386,475,0.813,81,420,501,640,152,16,348,213,1670
Stanley Robinson,2006-07,UConn,Big East,FR,31,13,533,52,139,0.374,36,97,0.371,16,42,0.381,37,56,0.661,45,91,136,25,9,17,42,39,157
Stanley Robinson,2007-08,UConn,Big East,SO,33,32,915,136,289,0.471,108,222,0.486,28,67,0.418,43,64,0.672,72,142,214,39,18,42,47,73,343
Stanley Robinson,2008-09,UConn,Big East,JR,28,24,696,97,192,0.505,94,169,0.556,3,23,0.13,40,63,0.635,57,109,166,33,17,30,44,39,237
Stanley Robinson,2009-10,UConn,Big East,SR,34,34,1163,203,387,0.525,176,308,0.571,27,79,0.342,61,97,0.629,91,169,260,34,30,41,77,52,494
Stanley Robinson,Career,UConn,,,126,103,3307,488,1007,0.485,414,796,0.52,74,211,0.351,181,280,0.646,265,511,776,131,74,130,210,203,1231
Marcus Denmon,2008-09,Missouri,Big 12,FR,38,0,636,81,205,0.395,47,93,0.505,34,112,0.304,31,39,0.795,33,51,84,54,34,5,36,47,227
Marcus Denmon,2009-10,Missouri,Big 12,SO,34,4,715,117,273,0.429,49,106,0.462,68,167,0.407,53,76,0.697,30,70,100,48,29,4,31,48,355
Marcus Denmon,2010-11,Missouri,Big 12,JR,34,32,1035,199,398,0.5,117,215,0.544,82,183,0.448,94,124,0.758,33,86,119,61,61,4,32,56,574
Marcus Denmon,2011-12,Missouri,Big 12,SR,35,35,1212,200,435,0.46,101,192,0.526,99,243,0.407,120,134,0.896,35,141,176,74,54,1,41,34,619
Marcus Denmon,Career,Missouri,,,141,71,3598,597,1311,0.455,314,606,0.518,283,705,0.401,298,373,0.799,131,348,479,237,178,14,140,185,1775
Cory Jefferson,2009-10,Baylor,Big 12,FR,21,0,97,9,23,0.391,9,22,0.409,0,1,0,9,13,0.692,12,13,25,0,2,4,5,13,27
Cory Jefferson,2011-12,Baylor,Big 12,SO,34,1,357,47,90,0.522,47,88,0.534,0,2,0,27,45,0.6,25,65,90,3,8,42,15,45,121
Cory Jefferson,2012-13,Baylor,Big 12,JR,37,37,1032,191,313,0.61,188,304,0.618,3,9,0.333,107,152,0.704,99,196,295,11,17,71,30,85,492
Cory Jefferson,2013-14,Baylor,Big 12,SR,38,38,1103,184,368,0.5,170,330,0.515,14,38,0.368,137,214,0.64,107,205,312,37,15,49,51,83,519
Cory Jefferson,Career,Baylor,,,130,76,2589,431,794,0.543,414,744,0.556,17,50,0.34,280,424,0.66,243,479,722,51,42,166,101,226,1159
Tyrone Wallace,2012-13,California,Pac-12,FR,33,23,931,88,257,0.342,66,159,0.415,22,98,0.224,39,73,0.534,38,108,146,87,26,16,56,79,237
